
12.,湖北社会科学,湖北省社会科学界联合会等,CN42-1112/C
13.,湖南社会科学,湖南省社会科学界联合会,CN43-1161/C
14.,江海学刊,江苏省社会科学院,CN32-1013/C
15.,江汉论坛,湖北省社会科学院,CN42-1018/C
16.,江淮论坛,安徽省社会科学院,CN34-1003/G0
17.,江苏社会科学,江苏社会科学杂志社,CN32-1312/C
18.,江西社会科学,江西省社会科学院,CN36-1001/C
19.,开放时代,广州市社会科学院,CN44-1034/C
20.,兰州学刊,兰州市社会科学院等,CN62-1015/C
21.,南京社会科学,中共南京市委宣传部等,CN32-1302/C
22.,内蒙古社会科学,内蒙古自治区社会科学院,CN15-1011/C
23.,求索,湖南省社会科学院,CN43-1008/C
24.,人文杂志,陕西省社会科学院,CN61-1005/C
25.,山东社会科学,山东省社会科学界联合会,CN37-1053/C
26.,社会科学,上海社会科学院,CN31-1112
27.,社会科学辑刊,辽宁社会科学院,CN21-1012/C
28.,社会科学家,桂林市社会科学界联合会,CN45-1008/C
29.,社会科学研究,四川省社会科学院,CN51-1037/C
30.,社会科学战线,吉林省社会科学院,CN22-1002/C
31.,思想战线,云南大学,CN53-1002/C
32.,探索与争鸣,上海市社会科学界联合会,CN31-1208/C
33.,天津社会科学,天津社会科学院,CN12-1047/C
34.,文史哲,山东大学,CN37-1101/C
35.,新疆社会科学,新疆社会科学院,CN65-1211/F
36.,学海,江苏省社会科学院,CN32-1308/C
37.,学术交流,黑龙江省社会科学界联合会,CN23-1048/C
38.,学术界,安徽省社会科学界联合会,CN34-1004/C
39.,学术论坛,广西社会科学院,CN45-1002/C
40.,学术研究,广东省社会科学界联合会,CN44-1070
41.,学术月刊,上海市社会科学界联合会,CN31-1096/C
42.,学习与实践,武汉市社会科学院,CN42-1005/C
43.,学习与探索,黑龙江省社会科学院,CN23-1049/C
44.,云南社会科学,云南省社会科学院,CN53-1001/C
45.,浙江社会科学,浙江省社会科学界联合会,CN33-1149/C
46.,浙江学刊,浙江省社会科学院,CN33-1005/C
47.,中国高校社会科学,教育部高等学校社会科学发展研究中心,CN10-1136/C
48.,中国社会科学,中国社会科学院,CN11-1211/C
49.,中国社会科学院研究生院学报,中国社会科学院研究生院,CN11-1131/C
50.,中州学刊,河南省社会科学院,CN41-1006/C
序号,期刊名称,主办(管)单位,CN号
1,城市规划,中国城市规划学会,CN11-2378/TU
